B (G),EPR intensity (au),Sim Sum,Sim A,Sim B
3353.3149,-0.74685243,-0.44030738,-0.19811861,-0.24218877
3353.4001,-0.75748267,-0.47218943,-0.22175185,-0.25043758
3353.4852,-0.72735691,-0.5034784,-0.24499701,-0.25848139
3353.5703,-0.65947542,-0.53413288,-0.26781706,-0.26631582
3353.6555,-1.2658692,-0.56411365,-0.2901768,-0.27393685
3353.7406,-1.0205482,-0.59338379,-0.31204295,-0.28134085
3353.8257,-0.72954766,-0.62190879,-0.33338424,-0.28852455
3353.9108,-0.80655622,-0.64965662,-0.35417157,-0.29548505
3353.996,-0.82512605,-0.67659784,-0.374378,-0.30221984
3354.0811,-1.3957129,-0.70270564,-0.39397888,-0.30872676
3354.1662,-0.99493994,-0.72795589,-0.41295187,-0.31500402
3354.2513,-1.3300228,-0.75232713,-0.43127696,-0.32105017
3354.3365,-0.88261787,-0.77580065,-0.44893651,-0.32686414
3354.4216,-1.1091812,-0.79836042,-0.46591522,-0.3324452
3354.5067,-0.86689466,-0.81999309,-0.48220015,-0.33779294
3354.5918,-1.1579214,-0.84068798,-0.49778068,-0.3429073
3354.677,-1.5542766,-0.86043699,-0.51264845,-0.34778854
3354.7621,-0.78326504,-0.87923458,-0.52679734,-0.35243724
3354.8472,-0.92508494,-0.89707766,-0.54022341,-0.35685426
3354.9323,-1.0664553,-0.91396556,-0.55292479,-0.36104077
3355.0175,-1.3971119,-0.9298999,-0.56490166,-0.36499823
3355.1026,-1.0036026,-0.94488448,-0.57615612,-0.36872836
3355.1877,-0.7135709,-0.95892523,-0.58669209,-0.37223315
3355.2729,-1.3477434,-0.97203007,-0.59651525,-0.37551482
3355.358,-0.82835642,-0.98420877,-0.60563293,-0.37857584
3355.4431,-0.97555173,-0.99547287,-0.61405396,-0.38141891
3355.5282,-1.4014251,-1.0058355,-0.62178863,-0.38404692
3355.6134,-1.3432887,-1.0153115,-0.6288485,-0.38646299
3355.6985,-0.89485248,-1.0239168,-0.63524638,-0.38867041
3355.7836,-1.0714277,-1.0316688,-0.64099615,-0.39067262
3355.8687,-1.0529892,-1.0385859,-0.64611266,-0.39247328
3355.9539,-1.3852847,-1.0446878,-0.65061168,-0.39407613
3356.039,-1.0438814,-1.0499948,-0.65450971,-0.39548511
3356.1241,-1.2880068,-1.0545282,-0.65782393,-0.39670424
3356.2092,-1.1259447,-1.0583098,-0.66057211,-0.39773767
3356.2944,-1.0298098,-1.0613621,-0.66277249,-0.39858965
3356.3795,-0.8281887,-1.0637082,-0.66444366,-0.39926453
3356.4646,-0.84741242,-1.0653713,-0.66560455,-0.39976671
3356.5498,-1.0074753,-1.066375,-0.66627429,-0.40010068
3356.6349,-0.83545246,-1.0667431,-0.66647214,-0.40027098
3356.72,-1.099114,-1.0664996,-0.66621743,-0.40028219
3356.8051,-0.92987179,-1.0656684,-0.66552949,-0.40013894
3356.8903,-0.91276605,-1.0642734,-0.66442757,-0.39984586
3356.9754,-1.2521605,-1.0623384,-0.66293081,-0.39940763
3357.0605,-1.1586988,-1.0598871,-0.66105816,-0.39882891
3357.1456,-0.94270029,-1.0569427,-0.65882836,-0.39811438
3357.2308,-1.1612851,-1.0535286,-0.65625986,-0.3972687
3357.3159,-1.3925872,-1.0496673,-0.6533708,-0.3962965
3357.401,-1.0628449,-1.0453814,-0.65017899,-0.39520242
3357.4861,-1.3010696,-1.0406929,-0.64670184,-0.39399104
3357.5713,-1.1326045,-1.0356233,-0.64295639,-0.39266692
3357.6564,-1.5901633,-1.0301938,-0.63895923,-0.39123456
3357.7415,-1.7593779,-1.0244249,-0.63472649,-0.38969843
3357.8266,-1.6351606,-1.0183368,-0.63027387,-0.38806293
3357.9118,-1.3780759,-1.011949,-0.62561656,-0.3863324
3357.9969,-1.9677245,-1.0052804,-0.62076928,-0.38451115
3358.082,-1.6573682,-0.99834964,-0.61574627,-0.38260337
3358.1672,-1.9526669,-0.99117445,-0.61056124,-0.38061322
3358.2523,-1.4293876,-0.98377217,-0.60522741,-0.37854475
3358.3374,-1.3262579,-0.97615948,-0.59975751,-0.37640198
3358.4225,-1.5125935,-0.96835254,-0.59416374,-0.37418879
3358.5077,-1.4783697,-0.96036686,-0.58845783,-0.37190903
3358.5928,-1.4776485,-0.95221743,-0.582651,-0.36956643
3358.6779,-1.6663966,-0.94391863,-0.57675398,-0.36716465
3358.763,-1.1128603,-0.93548427,-0.57077702,-0.36470725
3358.8482,-0.75978538,-0.92692762,-0.56472991,-0.36219772
3358.9333,-1.2678221,-0.91826138,-0.55862196,-0.35963942
3359.0184,-1.2002252,-0.90949769,-0.55246203,-0.35703567
3359.1035,-1.0624495,-0.90064819,-0.54625854,-0.35438965
3359.1887,-0.75320101,-0.89172396,-0.54001947,-0.35170448
3359.2738,-0.72252754,-0.88273559,-0.53375241,-0.34898318
3359.3589,-1.0091035,-0.87369317,-0.5274645,-0.34622866
3359.4441,-0.7953056,-0.86460629,-0.52116252,-0.34344377
3359.5292,-0.76363715,-0.85548407,-0.51485284,-0.34063123
3359.6143,-0.70483,-0.84633519,-0.50854148,-0.33779371
3359.6994,-0.6276989,-0.83716785,-0.5022341,-0.33493375
